id,datetime,minor,size,comment,user,delta
71503982,2023-10-12 16:04:56+00:00,False,60390,/* Linki zewnętrzne */ JHJLSYTKTUANM6U46U+6UK+9 SWT18+  I S+ SRT6UIL,"{'id': None, 'name': '83.238.47.58'}",-1033.0
71497415,2023-10-11 17:57:10+00:00,False,61423,"rewert, literówka","{'id': 1040247, 'name': 'Anonimowy 2'}",0.0
71497412,2023-10-11 17:56:39+00:00,False,61423,,"{'id': 1275946, 'name': 'S0k1L21'}",0.0
71494193,2023-10-11 07:37:07+00:00,False,61423,"drobne merytoryczne, drobne redakcyjne, źródła/przypisy","{'id': 1103166, 'name': 'Pamulab'}",3851.0
71452791,2023-10-06 16:47:11+00:00,True,57572,drobne redakcyjne,"{'id': 63206, 'name': 'Andros64'}",-22.0
71452506,2023-10-06 15:47:59+00:00,False,57594,"drobne redakcyjne (po rozpadzie ZSRR półwysep pozostał, a nie ""znalazł się"", w granicach Ukrainy)","{'id': 201967, 'name': 'Maszko Wiki'}",17.0
71231907,2023-09-10 07:02:44+00:00,False,57577,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/2A00:F41:9094:2CA:B062:B157:AAEF:B1E8|2A00:F41:9094:2CA:B062:B157:AAEF:B1E8]]) i przywrócono wersję 70886571 autorstwa WTM,"{'id': 1021276, 'name': 'ZajeliWszystkieNicki'}",-3.0
71231287,2023-09-10 01:36:25+00:00,False,57580,,"{'id': None, 'name': '2A00:F41:9094:2CA:B062:B157:AAEF:B1E8'}",3.0
70886571,2023-07-20 16:21:44+00:00,False,57577,terytorium sporne,"{'id': 60755, 'name': 'WTM'}",-19.0
70883783,2023-07-20 08:42:43+00:00,False,57596,Zmiana pomyłki w przynalezności państwowej,"{'id': None, 'name': '195.60.216.10'}",19.0
70726623,2023-06-25 09:49:32+00:00,False,57577,Anulowanie wersji [[Special:Diff/70726604|70726604]] autorstwa [[Special:Contributions/2A02:A312:A144:8180:49FD:CA98:F878:CFE5|2A02:A312:A144:8180:49FD:CA98:F878:CFE5]] gdyby rozwiązywanie sporów terytorialnych było tak proste jak edytowanie Wikipedii,"{'id': 60755, 'name': 'WTM'}",-19.0
70726604,2023-06-25 09:43:42+00:00,False,57596,Usunięto nieprawdziwie informacje,"{'id': None, 'name': '2A02:A312:A144:8180:49FD:CA98:F878:CFE5'}",19.0
70715955,2023-06-23 15:41:48+00:00,False,57577,/* Geografia */ źródła/przypisy dot. rzek,"{'id': 31, 'name': 'Smyru'}",457.0
70715862,2023-06-23 15:23:19+00:00,False,57120,"/* Ludność */ debatutyzacja, źródła/przypisy dot. klęski głodu 1921–1923","{'id': 31, 'name': 'Smyru'}",740.0
70715809,2023-06-23 15:05:58+00:00,False,56380,"dodana treść niepotrzebnie duplikuje sekcję Historia, przywracam poprzedni stan","{'id': 31, 'name': 'Smyru'}",-1101.0
70706150,2023-06-22 07:52:52+00:00,False,57481,poprawa tła obszaru przynależności,"{'id': 1033267, 'name': 'Robertsilen'}",-481.0
70704773,2023-06-22 01:29:45+00:00,False,57962,drobne merytoryczne,"{'id': 373547, 'name': 'Ulv80'}",3.0
70102803,2023-04-13 07:34:00+00:00,False,57959,dodanie historii Krymu do wstępu,"{'id': 1033267, 'name': 'Robertsilen'}",1581.0
70024938,2023-04-02 16:31:42+00:00,False,56378,Anulowanie wersji 70024164 autorstwa [[Special:Contributions/5.173.139.161|5.173.139.161]] ([[User talk:5.173.139.161|dyskusja]]) brak źródła,"{'id': 63206, 'name': 'Andros64'}",0.0
70024164,2023-04-02 14:14:20+00:00,False,56378,/* Stan obecny */,"{'id': None, 'name': '5.173.139.161'}",0.0
69982668,2023-03-28 16:00:47+00:00,True,56378,[[WP:MARTWE|poprawa martwych linków zewnętrznych]],"{'id': 803317, 'name': 'Szoltys-bot'}",102.0
69832849,2023-03-11 12:46:01+00:00,False,56276,"/* Lata 1917–1942 */ drobne merytoryczne, [[Pomoc:Słowniczek#W|wikizacja]], źródła/przypisy","{'id': 153251, 'name': 'Dreamcatcher25'}",582.0
69830900,2023-03-11 08:53:05+00:00,False,55694,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/2003:D9:5F38:6D00:7519:FB63:B74B:87F5|2003:D9:5F38:6D00:7519:FB63:B74B:87F5]]) i przywrócono wersję 69692802 autorstwa Paprotek,"{'id': 22860, 'name': 'Aotearoa'}",-3.0
69830641,2023-03-11 08:10:28+00:00,False,55697,,"{'id': None, 'name': '2003:D9:5F38:6D00:7519:FB63:B74B:87F5'}",3.0
69692802,2023-02-24 19:45:23+00:00,True,55694,/* Lata 1917–1942 */ Link wew.,"{'id': 1086960, 'name': 'Paprotek'}",4.0
69625493,2023-02-19 03:13:30+00:00,True,55690,link,"{'id': 31213, 'name': 'Kynikos'}",4.0
69618948,2023-02-18 16:26:31+00:00,False,55686,Anulowanie wersji 69553388 autorstwa [[Special:Contributions/95.91.233.21|95.91.233.21]] ([[User talk:95.91.233.21|dyskusja]]),"{'id': 22860, 'name': 'Aotearoa'}",-3.0
69553388,2023-02-10 17:05:31+00:00,False,55689,Krym nie jest rosyjski tylko Ukraiński. My Polacy to wiemy i powinniśmy to wspierać.,"{'id': None, 'name': '95.91.233.21'}",3.0
69514234,2023-02-05 14:44:01+00:00,False,55686,int. przy użyciu [[Project:AWB|AWB]],"{'id': 717975, 'name': 'EmptyBot'}",1.0
69487461,2023-02-02 11:50:35+00:00,False,55685,Wycofano ostatnie 2 zmiany treści (wprowadzone przez [[Specjalna:Wkład/Taco deli|Taco deli]] oraz [[Specjalna:Wkład/EmptyBot|EmptyBot]]) i przywrócono wersję 69224083 autorstwa RoodyAlien,"{'id': 22860, 'name': 'Aotearoa'}",-16.0
69486945,2023-02-02 11:03:25+00:00,True,55701,int.,"{'id': 717975, 'name': 'EmptyBot'}",1.0
69304059,2023-01-11 17:38:25+00:00,True,55700,sprecyzowanie,"{'id': 1042126, 'name': 'Taco deli'}",15.0
69224083,2023-01-07 10:13:55+00:00,True,55685,Wycofanie edycji użytkownika [[Special:Contributions/2A00:F41:1811:C012:15E6:217B:607F:368C|2A00:F41:1811:C012:15E6:217B:607F:368C]] ([[User talk:2A00:F41:1811:C012:15E6:217B:607F:368C|dyskusja]]). Autor przywróconej wersji to [[User:Aotearoa|Aotearoa]].,"{'id': 225457, 'name': 'RoodyAlien'}",14.0
69224003,2023-01-07 09:55:14+00:00,False,55671,,"{'id': None, 'name': '2A00:F41:1811:C012:15E6:217B:607F:368C'}",-14.0
69206968,2023-01-05 07:11:00+00:00,False,55685,Anulowanie wersji 69201884 autorstwa [[Special:Contributions/94.254.239.105|94.254.239.105]] ([[User talk:94.254.239.105|dyskusja]]),"{'id': 22860, 'name': 'Aotearoa'}",-19.0
69201884,2023-01-04 13:13:39+00:00,False,55704,,"{'id': None, 'name': '94.254.239.105'}",19.0
69135655,2022-12-26 16:45:39+00:00,False,55685,lit.,"{'id': 657584, 'name': 'Braniewiak'}",1.0
68858757,2022-11-27 11:28:45+00:00,False,55684,Wycofano ostatnie 2 zmiany treści (wprowadzone przez [[Specjalna:Wkład/5.173.96.252|5.173.96.252]] oraz [[Specjalna:Wkład/Taras Szewczenko19|Taras Szewczenko19]]) i przywrócono wersję 68731844 autorstwa Julo,"{'id': 22860, 'name': 'Aotearoa'}",256.0
68858149,2022-11-27 10:07:48+00:00,False,55428,,"{'id': 1214491, 'name': 'Taras Szewczenko19'}",16.0
68858110,2022-11-27 09:59:43+00:00,False,55412,,"{'id': None, 'name': '5.173.96.252'}",-272.0
68731844,2022-11-12 16:52:21+00:00,False,55684,"/* Stan obecny */ poprawa linków, ort., drobne redakcyjne","{'id': 11170, 'name': 'Julo'}",33.0
68730150,2022-11-12 12:45:11+00:00,False,55651,terminolog.,"{'id': 60755, 'name': 'WTM'}",18.0
68730105,2022-11-12 12:40:30+00:00,False,55633,,"{'id': None, 'name': '2A02:908:1655:B7C0:2145:FFA5:B384:FE9C'}",-5.0
68730091,2022-11-12 12:38:22+00:00,False,55638,,"{'id': None, 'name': '2A02:908:1655:B7C0:2145:FFA5:B384:FE9C'}",-24.0
68504359,2022-10-14 23:01:42+00:00,True,55662,Wycofanie edycji użytkownika [[Special:Contributions/37.248.223.128|37.248.223.128]] ([[User talk:37.248.223.128|dyskusja]]). Autor przywróconej wersji to [[User:Aotearoa|Aotearoa]].,"{'id': 607705, 'name': 'Cybularny'}",-7.0
68504148,2022-10-14 22:19:29+00:00,False,55669,/* Stan obecny */,"{'id': None, 'name': '37.248.223.128'}",2.0
68504141,2022-10-14 22:17:50+00:00,False,55667,/* Ludność Krymu 1795−2001 */,"{'id': None, 'name': '37.248.223.128'}",5.0
68395441,2022-10-01 12:04:56+00:00,False,55662,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/Patrykkowsky|Patrykkowsky]]) i przywrócono wersję 68220885 autorstwa 89.161.53.35,"{'id': 22860, 'name': 'Aotearoa'}",-51.0
68394185,2022-10-01 08:36:16+00:00,False,55713,Dodanie notatki o Rosji,"{'id': 1198484, 'name': 'Patrykkowsky'}",51.0
68220885,2022-09-13 22:31:41+00:00,False,55662,/* Miasta */ interpunkcja,"{'id': None, 'name': '89.161.53.35'}",15.0
68220843,2022-09-13 22:27:43+00:00,False,55647,/* Stan obecny */  stylistyka,"{'id': None, 'name': '89.161.53.35'}",7.0
68128145,2022-09-11 22:21:26+00:00,True,55640,Bot poprawia linki archiwalne na szablony {{cytuj}},"{'id': 126431, 'name': 'MastiBot'}",629.0
67865195,2022-08-19 15:51:20+00:00,True,55011,Wycofanie edycji użytkownika [[Special:Contributions/83.11.200.192|83.11.200.192]] ([[User talk:83.11.200.192|dyskusja]]). Autor przywróconej wersji to [[User:Andros64|Andros64]].,"{'id': 607705, 'name': 'Cybularny'}",90.0
67865188,2022-08-19 15:50:12+00:00,False,54921,"Anulowanie wersji 67865156 autorstwa [[Special:Contributions/Andros64|Andros64]] ([[User talk:Andros64|dyskusja]])Półwysep Krymski jest własnością Federacji Rosyjskiej, która wywalczyła w wyniku wojny rosyjsko-ukraińskiej trwającej od 2014 roku, włączając ten półwysep do ich terytorium. Jeżeli chcesz wycofywać cudze zmiany pamiętaj o podaniu powodu w opisie zmian.","{'id': None, 'name': '83.11.200.192'}",-90.0
67865156,2022-08-19 15:46:21+00:00,True,55011,Wycofanie edycji użytkownika [[Special:Contributions/83.11.200.192|83.11.200.192]] ([[User talk:83.11.200.192|dyskusja]]). Autor przywróconej wersji to [[User:Andros64|Andros64]].,"{'id': 63206, 'name': 'Andros64'}",90.0
67864996,2022-08-19 15:13:04+00:00,False,54921,"Anulowanie wersji 67864940 autorstwa [[Special:Contributions/Andros64|Andros64]] ([[User talk:Andros64|dyskusja]]) Półwysep Krymski jest własnością Federacji Rosyjskiej, która wywalczyła w wyniku wojny rosyjsko-ukraińskiej trwającej od 2014 roku, włączając ten półwysep do ich terytorium. Jeżeli chcesz wycofywać cudze zmiany pamiętaj o podaniu powodu w opisie zmian.","{'id': None, 'name': '83.11.200.192'}",-90.0
67864940,2022-08-19 15:03:14+00:00,False,55011,[[WP:POP|Popups]]: Przywrócenie wersji autorstwa Grotesque z dnia 2022-08-08 11:30:01,"{'id': 63206, 'name': 'Andros64'}",90.0
67864891,2022-08-19 14:56:59+00:00,False,54921,akt.,"{'id': None, 'name': '83.11.200.192'}",24.0
67864887,2022-08-19 14:56:14+00:00,False,54897,|,"{'id': None, 'name': '83.11.200.192'}",-114.0
67779319,2022-08-08 11:30:01+00:00,True,55011,/* Przynależność polityczno-administracyjna */ drobne techniczne,"{'id': 60639, 'name': 'Grotesque'}",1.0
67773000,2022-08-07 09:57:46+00:00,False,55010,/* Przynależność polityczno-administracyjna */ Wprowadzało w błąd.,"{'id': 761283, 'name': 'BasileusAutokratorPL'}",1114.0
67734437,2022-08-02 13:53:09+00:00,False,53896,/* Przynależność polityczno-administracyjna */,"{'id': 1069729, 'name': 'ThWiki1910'}",622.0
67519981,2022-07-04 02:36:51+00:00,False,53274,red.,"{'id': 6997, 'name': 'Kggucwa'}",35.0
67327169,2022-06-04 19:52:07+00:00,True,53239,Anulowanie wersji 67325747 autorstwa [[Special:Contributions/Polak Polski|Polak Polski]] ([[User talk:Polak Polski|dyskusja]]) brak źródła,"{'id': 63206, 'name': 'Andros64'}",-144.0
67325747,2022-06-04 15:42:19+00:00,True,53383,,"{'id': 1164319, 'name': 'Polak Polski'}",144.0
67167505,2022-05-11 18:48:10+00:00,True,53239,Wycofano edycje użytkownika [[Special:Contributions/85.221.131.182|85.221.131.182]] ([[User talk:85.221.131.182|dyskusja]]). Autor przywróconej wersji to [[:User:Loraine|Loraine]].,"{'id': 60755, 'name': 'WTM'}",-40.0
67167456,2022-05-11 18:40:52+00:00,False,53279,,"{'id': None, 'name': '85.221.131.182'}",40.0
67140906,2022-05-07 23:08:46+00:00,True,53239,/* Zarys historyczny */ poprawa linków,"{'id': 139824, 'name': 'Loraine'}",45.0
67136429,2022-05-07 14:09:58+00:00,False,53194,/* Chanat Krymski */ różne linki wewnętrzne i doprecyzowanie,"{'id': 139824, 'name': 'Loraine'}",292.0
66961242,2022-04-16 20:18:35+00:00,True,52902,Anulowanie wersji 66960985 autorstwa [[Special:Contributions/83.20.91.3|83.20.91.3]] ([[User talk:83.20.91.3|dyskusja]]) uznanie międzynarodowe,"{'id': 63206, 'name': 'Andros64'}",-104.0
66960985,2022-04-16 19:44:49+00:00,False,53006,"Nie jest prawdą że 'de iure' należy on do Ukrainy bo a)Rosja i rosyjska republika Krymu mają swoje 'de iure', b) nie istnieje żaden międzynarodowy akt prawny regulujący uznawanie niepodległości państw i tym samym nie został złamany przez rosyjski Krym/Rosję, nie ma czegoś takiego jak ogólne 'de iure' za Ukrainą. Wstawki proukraińskie i tak są obecne w artykułach, np. Aneksja Krymu przez Rosję, do którego link jest w art. Terytorium sporne, w przewadze 10:1 nad prorosyjskimi (wtb@poczta.onet.pl)","{'id': None, 'name': '83.20.91.3'}",104.0
66637646,2022-03-20 22:06:17+00:00,False,52902,"Anulowanie wersji 66632843 autorstwa [[Special:Contributions/31.2.56.39|31.2.56.39]] nie, terytorium sporne","{'id': 60755, 'name': 'WTM'}",-19.0
66632843,2022-03-20 13:46:47+00:00,False,52921,,"{'id': None, 'name': '31.2.56.39'}",19.0
66527615,2022-03-06 21:01:17+00:00,True,52902,Wycofano edycje użytkownika [[Special:Contributions/81.96.150.90|81.96.150.90]] ([[User talk:81.96.150.90|dyskusja]]). Autor przywróconej wersji to [[:User:Aotearoa|Aotearoa]].,"{'id': 77940, 'name': 'Masti'}",-2.0
66527612,2022-03-06 21:00:51+00:00,False,52904,,"{'id': None, 'name': '81.96.150.90'}",2.0
66515894,2022-03-06 07:37:38+00:00,False,52902,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/BAJus00|BAJus00]]) i przywrócono wersję 66444958 autorstwa WTM,"{'id': 22860, 'name': 'Aotearoa'}",-3.0
66515160,2022-03-06 06:51:39+00:00,False,52905,Poprawiona literówka,"{'id': 1165307, 'name': 'BAJus00'}",3.0
66444958,2022-02-26 12:51:59+00:00,False,52902,"Anulowanie wersji 66444897 autorstwa [[Special:Contributions/Pietrzykr|Pietrzykr]] udając, że to nie jest terytorium sporne, nie pomagasz","{'id': 60755, 'name': 'WTM'}",-3.0
66444897,2022-02-26 12:38:19+00:00,False,52905,błędnie przypisana przynależność państwowa,"{'id': 799613, 'name': 'Pietrzykr'}",3.0
65689901,2021-12-22 12:22:40+00:00,True,52902,popr. martwych LZ,"{'id': 6769, 'name': 'Edk'}",502.0
65590688,2021-12-14 08:57:37+00:00,False,52400,drobne,"{'id': 657584, 'name': 'Braniewiak'}",1.0
64945046,2021-10-30 13:24:06+00:00,True,52399,Wycofano edycje użytkownika [[Special:Contributions/46.134.147.172|46.134.147.172]] ([[User talk:46.134.147.172|dyskusja]]). Autor przywróconej wersji to [[:User:Khan Tengri|Khan Tengri]].,"{'id': 145341, 'name': 'Khan Tengri'}",-141.0
64945005,2021-10-30 13:20:30+00:00,False,52540,,"{'id': None, 'name': '46.134.147.172'}",141.0
64944205,2021-10-30 12:13:19+00:00,False,52399,Anulowanie wersji 64732634 autorstwa [[Special:Contributions/91.227.216.63|91.227.216.63]] ([[User talk:91.227.216.63|dyskusja]]),"{'id': 145341, 'name': 'Khan Tengri'}",-141.0
64828869,2021-10-18 07:07:01+00:00,False,52540,Rescuing 3 sources and tagging 0 as dead.) #IABot (v2.0.8.2,"{'id': 981593, 'name': 'InternetArchiveBot'}",130.0
64732634,2021-10-06 12:44:40+00:00,False,52410,,"{'id': None, 'name': '91.227.216.63'}",141.0
64134094,2021-07-21 22:10:35+00:00,False,52269,jednak terytorium sporne,"{'id': 60755, 'name': 'WTM'}",-1.0
64134056,2021-07-21 22:01:39+00:00,False,52270,,"{'id': None, 'name': '2A01:540:236B:2400:D07A:D23:AB4E:F116'}",1.0
63973194,2021-07-10 19:57:26+00:00,True,52269,zamieniam magiczny ISBN na szablon,"{'id': 661950, 'name': 'Paweł Ziemian BOT'}",4.0
63435608,2021-05-25 08:50:53+00:00,True,52265,drobne techniczne,"{'id': 603848, 'name': 'Andrzei111'}",21.0
63133400,2021-04-28 03:28:09+00:00,False,52244,Rescuing 3 sources and tagging 0 as dead.) #IABot (v2.0.8,"{'id': 981593, 'name': 'InternetArchiveBot'}",126.0
63131834,2021-04-27 21:05:55+00:00,True,52118,[[WP:CHECK]]: poprawiam błędne kody ISBN,"{'id': 479522, 'name': 'The Polish Bot'}",-4.0
62667122,2021-03-18 20:18:15+00:00,True,52122,Wycofano edycje użytkownika [[Special:Contributions/2A02:A315:4242:B600:319B:9D6E:AE91:B9E0|2A02:A315:4242:B600:319B:9D6E:AE91:B9E0]] ([[User talk:2A02:A315:4242:B600:319B:9D6E:AE91:B9E0|dyskusja]]). Autor przywróconej wersji to [[:User:Hektor Absurdus|Hektor Absurdus]].,"{'id': 776988, 'name': 'Gjakovarus'}",1.0
62667110,2021-03-18 20:17:26+00:00,False,52121,Zamiana miejsc,"{'id': None, 'name': '2A02:A315:4242:B600:319B:9D6E:AE91:B9E0'}",-1.0
62587922,2021-03-09 17:36:58+00:00,False,52122,Anulowanie edycji - zmiany zbędne albo bezzasadne,"{'id': 94020, 'name': 'Hektor Absurdus'}",-149.0
62587255,2021-03-09 15:50:56+00:00,False,52271,/* Współczesność */,"{'id': None, 'name': '2A02:A314:843C:A00:FD0D:D9EE:9480:2715'}",5.0
62587202,2021-03-09 15:42:15+00:00,False,52266,/* Zarys historyczny */,"{'id': None, 'name': '2A02:A314:843C:A00:FD0D:D9EE:9480:2715'}",144.0
62255920,2021-02-05 17:36:12+00:00,False,52122,lit.,"{'id': 33079, 'name': 'Salicyna'}",-1.0
62164673,2021-01-27 14:34:51+00:00,True,52123,Anulowanie wersji 62164647 autorstwa [[Special:Contributions/2A00:F41:1874:1F34:49D8:180F:132D:3827|2A00:F41:1874:1F34:49D8:180F:132D:3827]] ([[User talk:2A00:F41:1874:1F34:49D8:180F:132D:3827|dyskusja]]),"{'id': 607705, 'name': 'Cybularny'}",34.0
62164647,2021-01-27 14:30:24+00:00,False,52089,,"{'id': None, 'name': '2A00:F41:1874:1F34:49D8:180F:132D:3827'}",-34.0
61153996,2020-10-22 08:28:24+00:00,False,52123,drobne redakcyjne,"{'id': None, 'name': '83.23.197.57'}",6.0
61153994,2020-10-22 08:28:15+00:00,False,52117,drobne redakcyjne,"{'id': None, 'name': '83.23.197.57'}",39.0
60942650,2020-09-27 15:52:57+00:00,True,52078,Wycofano edycje użytkownika [[Special:Contributions/80.55.122.234|80.55.122.234]] ([[User talk:80.55.122.234|dyskusja]]). Autor przywróconej wersji to [[:User:Aotearoa|Aotearoa]].,"{'id': 13898, 'name': 'Pudelek'}",-3.0
60942326,2020-09-27 15:09:19+00:00,False,52081,,"{'id': None, 'name': '80.55.122.234'}",3.0
60806960,2020-09-08 09:05:46+00:00,False,52078,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/83.28.124.214|83.28.124.214]]) i przywrócono wersję 60393735 autorstwa Cybularny,"{'id': 22860, 'name': 'Aotearoa'}",-19.0
60805729,2020-09-07 23:56:35+00:00,False,52097,"Należy do Ukrainy, nielegalna sukcesja Rosji","{'id': None, 'name': '83.28.124.214'}",19.0
60393735,2020-07-13 16:14:48+00:00,True,52078,Anulowanie wersji 60393620 autorstwa [[Special:Contributions/80.55.122.234|80.55.122.234]] ([[User talk:80.55.122.234|dyskusja]]),"{'id': 607705, 'name': 'Cybularny'}",-3.0
60393620,2020-07-13 15:58:52+00:00,False,52081,Krym to jest Ukraina,"{'id': None, 'name': '80.55.122.234'}",3.0
60393591,2020-07-13 15:56:12+00:00,True,52078,"Anulowanie wersji 60393581 autorstwa [[Special:Contributions/80.55.122.234|80.55.122.234]] ([[User talk:80.55.122.234|dyskusja]]), było dobrze, opisane jako terytorium sporne","{'id': 607705, 'name': 'Cybularny'}",554.0
60393581,2020-07-13 15:54:31+00:00,False,51524,"Krym to jest Ukraina, nie Rosija","{'id': None, 'name': '80.55.122.234'}",-554.0
60361397,2020-07-09 14:50:12+00:00,True,52078,Bot: Dodanie tytułów do linków w przypisach (patrz [[Wikipedysta:MastiBot/refLinks|FAQ]]),"{'id': 126431, 'name': 'MastiBot'}",212.0
60361276,2020-07-09 14:34:16+00:00,False,51866,Anulowanie wersji 60349348 autorstwa [[Special:Contributions/2A01:115E:26:1800:B0D4:8385:A44A:E3C5|2A01:115E:26:1800:B0D4:8385:A44A:E3C5]] ([[User talk:2A01:115E:26:1800:B0D4:8385:A44A:E3C5|dyskusja]]),"{'id': 22860, 'name': 'Aotearoa'}",-19.0
60349348,2020-07-09 06:25:23+00:00,False,51885,Według wszystkich międzynarodowych dokumentów prawnych Krym jest częścią Państwa Ukraina.,"{'id': None, 'name': '2A01:115E:26:1800:B0D4:8385:A44A:E3C5'}",19.0
59991401,2020-06-03 19:27:58+00:00,True,51866,drobne redakcyjne,"{'id': 737116, 'name': 'XaxeLoled'}",-4.0
59975293,2020-06-02 10:44:13+00:00,True,51870,Wycofano edycje użytkownika [[Special:Contributions/109.196.114.38|109.196.114.38]] ([[User talk:109.196.114.38|dyskusja]]). Autor przywróconej wersji to [[:User:WTM|WTM]].,"{'id': 63206, 'name': 'Andros64'}",-17.0
59973630,2020-06-02 09:55:02+00:00,False,51887,Prawdziwe informacje,"{'id': None, 'name': '109.196.114.38'}",17.0
59943979,2020-05-29 21:21:19+00:00,False,51870,"Reagan, opanuj się, udawanie, że nie jest to terytorium sporne, w niczym Wikipedii nie pomoże","{'id': 60755, 'name': 'WTM'}",-3.0
59943942,2020-05-29 21:13:07+00:00,True,51873,"Anulowanie wersji 59942215 autorstwa [[Special:Contributions/Aotearoa|Aotearoa]] ([[User talk:Aotearoa|dyskusja]]) Krym to nie Rosja, nie twórz nowosowieckiej polityki, okupacja to nie przynależność. Jak ci złodziej ukradnie telewizor, to telewizor jest twój, złodzieja, czy trochę twój a trochę złodzieja?","{'id': 92029, 'name': 'Regan1973'}",3.0
59942215,2020-05-29 17:12:33+00:00,False,51870,Anulowanie wersji 59934349 autorstwa [[Special:Contributions/Regan1973|Regan1973]] ([[User talk:Regan1973|dyskusja]]) tu nic nie ma o państwie Krym,"{'id': 22860, 'name': 'Aotearoa'}",-3.0
59934349,2020-05-28 19:17:51+00:00,True,51873,Nie ma takiego tworu jak państwo Krym. Krym jest integralną częścią Ukrainy.,"{'id': 92029, 'name': 'Regan1973'}",3.0
59933297,2020-05-28 16:30:52+00:00,True,51870,,"{'id': 757578, 'name': 'DayronPL'}",0.0
59933267,2020-05-28 16:27:28+00:00,True,51870,,"{'id': 757578, 'name': 'DayronPL'}",2.0
