id,datetime,minor,size,comment,user,delta
72422387,2024-01-06 18:09:31+00:00,False,44082,/* II Rzeczpospolita */propozycja integracji,"{'id': None, 'name': '2A00:F41:899:BDB5:252F:2FE8:AC11:DA33'}",46.0
71938705,2023-11-25 16:40:39+00:00,True,44036,MalarzBOT: regeneracja szablonu {{[[Szablon:Kraina historyczna infobox|Kraina historyczna infobox]]}},"{'id': 31007, 'name': 'MalarzBOT'}",268.0
71936913,2023-11-25 12:41:14+00:00,True,43768,dr,"{'id': 19873, 'name': 'Malarz pl'}",-8.0
69882830,2023-03-18 10:19:38+00:00,True,43776,szablon,"{'id': 1066263, 'name': 'Himislav12'}",31.0
69817249,2023-03-09 15:46:16+00:00,True,43745,[[WP:MARTWE|poprawa martwych linków zewnętrznych]],"{'id': 803317, 'name': 'Szoltys-bot'}",34.0
69628480,2023-02-19 13:12:39+00:00,False,43711,infobox,"{'id': 1066263, 'name': 'Himislav12'}",544.0
68951674,2022-12-08 11:07:39+00:00,True,43167,Wycofanie edycji użytkownika [[Special:Contributions/94.246.191.90|94.246.191.90]] ([[User talk:94.246.191.90|dyskusja]]). Autor przywróconej wersji to [[User:Paweł Ziemian BOT|Paweł Ziemian BOT]].,"{'id': 63206, 'name': 'Andros64'}",1.0
68951007,2022-12-08 08:17:57+00:00,False,43166,/* II Rzeczpospolita */ akt.,"{'id': None, 'name': '94.246.191.90'}",-1.0
68662716,2022-11-04 22:09:45+00:00,True,43167,poprawiam wartość ISBN,"{'id': 661950, 'name': 'Paweł Ziemian BOT'}",-1.0
68490946,2022-10-12 23:20:01+00:00,True,43168,[[WP:MARTWE|poprawa martwych linków zewnętrznych]],"{'id': 803317, 'name': 'Szoltys-bot'}",57.0
68483748,2022-10-12 06:23:31+00:00,True,43111,MalarzBOT: kategoria Polskie krainy historyczne została przeniesiona do [[:Kategoria:Regiony historyczne Polski|Regiony historyczne Polski]],"{'id': 31007, 'name': 'MalarzBOT'}",0.0
66857661,2022-04-10 19:23:22+00:00,False,43111,lit.,"{'id': 657584, 'name': 'Braniewiak'}",1.0
66169501,2022-02-01 20:15:05+00:00,True,43110,[[WP:SK]]+[[WP:SK/Bn|Bn]]+[[WP:SK/mSI|mSI.v2]],"{'id': 64, 'name': 'Beno'}",17.0
65843282,2022-01-06 13:30:27+00:00,False,43093,Popr.,"{'id': 397510, 'name': 'Adm02'}",6.0
65759047,2021-12-28 18:55:18+00:00,False,43087,/* Okupacja sowiecka 1944–1945 i wcielenie do ZSRR */,"{'id': 1125029, 'name': 'Evropea'}",5.0
65759043,2021-12-28 18:54:11+00:00,False,43082,/* Okupacja sowiecka 1944–1945 i wcielenie do ZSRR */,"{'id': 1125029, 'name': 'Evropea'}",204.0
65759014,2021-12-28 18:48:49+00:00,False,42878,/* Okupacja sowiecka 1944–1945 i wcielenie do ZSRR */,"{'id': 1125029, 'name': 'Evropea'}",55.0
65663197,2021-12-20 21:42:18+00:00,False,42823,półautomatyczna zamiana „SSR” na „SRR”,"{'id': 616438, 'name': 'PBbot'}",0.0
65508627,2021-12-03 22:57:03+00:00,True,42823,int.,"{'id': 717975, 'name': 'EmptyBot'}",1.0
63557299,2021-06-03 01:50:17+00:00,False,42822,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.8,"{'id': 981593, 'name': 'InternetArchiveBot'}",43.0
63198462,2021-05-04 06:34:48+00:00,True,42779,"wtedy, gdy przy użyciu [[Project:AWB|AWB]]","{'id': 511, 'name': 'Stok'}",-1.0
62532800,2021-03-05 17:08:30+00:00,True,42780,/* Austria */ ort. wyznawca judaizmu pisze się przez małe ż,"{'id': 850162, 'name': 'Donatus Polonorum'}",0.0
62217132,2021-02-01 10:12:06+00:00,False,42780,,"{'id': None, 'name': '213.146.33.51'}",-21.0
62217116,2021-02-01 10:09:29+00:00,False,42801,,"{'id': None, 'name': '213.146.33.51'}",21.0
62195204,2021-01-30 11:44:45+00:00,False,42780,/* Austria */ [[łacinnicy]] link,"{'id': 18194, 'name': 'D T G'}",15.0
60517426,2020-07-30 22:53:59+00:00,True,42765,drobne redakcyjne,"{'id': 486649, 'name': 'CzakNoris'}",157.0
60101165,2020-06-16 14:49:42+00:00,True,42608,Bot poprawia odwołania do strony prawo.sejm.gov.pl,"{'id': 126431, 'name': 'MastiBot'}",0.0
59665379,2020-05-03 22:23:07+00:00,True,42608,Anulowanie wersji 59665142 autorstwa [[Special:Contributions/Qqq1000|Qqq1000]] ([[User talk:Qqq1000|dyskusja]]),"{'id': 63206, 'name': 'Andros64'}",3012.0
59665142,2020-05-03 21:54:05+00:00,False,39596,"zbędne, nieency","{'id': 981323, 'name': 'Qqq1000'}",-3012.0
59167511,2020-03-23 02:31:42+00:00,True,42608,Tworzę [[Szablon:Cytuj]],"{'id': 661950, 'name': 'Paweł Ziemian BOT'}",155.0
59035433,2020-03-11 12:36:45+00:00,False,42453,"drobne merytoryczne, drobne redakcyjne, poszerzona treść","{'id': None, 'name': '2A00:F41:5803:41C1:0:57:3340:D401'}",2893.0
58177721,2019-12-05 11:00:32+00:00,False,39560,/* Austria */ Poprawiono literówkę,"{'id': None, 'name': '5.173.26.140'}",0.0
58082517,2019-11-25 01:54:02+00:00,False,39560,drobne merytoryczne,"{'id': 981323, 'name': 'Qqq1000'}",1916.0
56932709,2019-06-22 13:14:48+00:00,False,37644,Anulowanie wersji 56931100 autorstwa [[Special:Contributions/212.182.114.218|212.182.114.218]] ([[User talk:212.182.114.218|dyskusja]])Przeglądający redaktor twierdzi co innego,"{'id': 219980, 'name': 'Tokyotown8'}",5.0
56931100,2019-06-22 09:52:40+00:00,False,37639,Anulowanie wersji 56856018 autorstwa [[Special:Contributions/195.181.165.242|195.181.165.242]] ([[User talk:195.181.165.242|dyskusja]]) w podanym źródle nie ma ww. wartości,"{'id': None, 'name': '212.182.114.218'}",-5.0
56856018,2019-06-11 00:41:41+00:00,False,37644,Nowe i dodatkowe dane podajemy poprzez dopisywanie a nie zastępowanie starych. Przywrócenie wersji z dnia 2019-04-19 19:34 podającej dane zgodne z przypisami. Dodanie dodatkowego przypisu.,"{'id': None, 'name': '195.181.165.242'}",5.0
56709887,2019-05-19 23:49:30+00:00,False,37639,drobne merytoryczne,"{'id': None, 'name': '94.254.169.162'}",134.0
56482258,2019-04-19 17:34:34+00:00,True,37505,Wycofano edycje użytkownika [[Special:Contributions/5.173.24.206|5.173.24.206]] ([[User talk:5.173.24.206|dyskusja]]). Autor przywróconej wersji to [[:User:AndrzeiBOT|AndrzeiBOT]].,"{'id': 17612, 'name': 'PawełMM'}",957.0
56482232,2019-04-19 17:29:39+00:00,False,36548,,"{'id': None, 'name': '5.173.24.206'}",-957.0
56377913,2019-04-05 23:19:20+00:00,True,37505,Bot poprawia linkowanie wewnętrzne oraz inne drobne sprawy,"{'id': 705096, 'name': 'AndrzeiBOT'}",-15.0
56361543,2019-04-03 22:29:50+00:00,True,37520,Bot poprawia linkowanie wewnętrzne oraz inne drobne sprawy,"{'id': 705096, 'name': 'AndrzeiBOT'}",3.0
56100776,2019-03-08 13:23:11+00:00,True,37517,MalarzBOT: WPCHECK#64: poprawiam link tożsamy z tekstem linka,"{'id': 31007, 'name': 'MalarzBOT'}",-7.0
56091059,2019-03-07 06:17:00+00:00,True,37524,/* Austria */ .,"{'id': 916514, 'name': 'Smutne Memy'}",11.0
56091055,2019-03-07 06:15:37+00:00,False,37513,/* Austria */,"{'id': 916514, 'name': 'Smutne Memy'}",0.0
55299725,2018-12-16 23:17:34+00:00,True,37513,Bot poprawia linki wewnętrzne oraz wykonuje drobne zmiany typograficzne i technicznne..,"{'id': 705096, 'name': 'AndrzeiBOT'}",10.0
55287352,2018-12-15 14:56:26+00:00,False,37503,źródła/przypisy,"{'id': 486649, 'name': 'CzakNoris'}",366.0
55281911,2018-12-14 16:56:27+00:00,False,37137,Wersja kompromisowa dla obu stron wojny,"{'id': 486649, 'name': 'CzakNoris'}",169.0
55280505,2018-12-14 13:34:14+00:00,True,36968,"Zabezpieczył „[[Galicja Wschodnia]]”: Wojna edycyjna ([edytowanie=Dozwolone tylko dla użytkowników automatycznie zatwierdzonych] (wygasa 13:34, 21 gru 2018 (UTC)) [przenoszenie=Dozwolone tylko dla użytkowników automatycznie zatwierdzonych] (wygasa 13:34, 21 gru 2018 (UTC)))","{'id': 219980, 'name': 'Tokyotown8'}",0.0
55280497,2018-12-14 13:33:12+00:00,False,36968,Anulowanie wersji 55280489 autorstwa [[Special:Contributions/212.191.88.193|212.191.88.193]] ([[User talk:212.191.88.193|dyskusja]]wojna edycyjna plus dodawanie informacji bez źródeł),"{'id': 219980, 'name': 'Tokyotown8'}",-1080.0
55280489,2018-12-14 13:31:21+00:00,False,38048,Anulowanie wersji 55272099 autorstwa [[Special:Contributions/IvanBelz|IvanBelz]] ([[User talk:IvanBelz|dyskusja]]),"{'id': None, 'name': '212.191.88.193'}",1080.0
55272099,2018-12-13 13:36:04+00:00,False,36968,Anulowanie wersji 55262283 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]]),"{'id': 929473, 'name': 'IvanBelz'}",-1080.0
55262283,2018-12-11 22:11:11+00:00,False,38048,drobne redakcyjne,"{'id': 128014, 'name': 'Kamilhrub'}",1080.0
55110479,2018-11-24 14:34:55+00:00,False,36968,Anulowanie wersji 55109323 autorstwa [[Special:Contributions/Mix321|Mix321]] ([[User talk:Mix321|dyskusja]]),"{'id': None, 'name': '169.57.185.68'}",-186.0
55109323,2018-11-24 11:17:05+00:00,False,37154,Anulowanie wersji 55095148 autorstwa [[Special:Contributions/169.57.185.68|169.57.185.68]] ([[User talk:169.57.185.68|dyskusja]]),"{'id': 13668, 'name': 'Mix321'}",186.0
55095148,2018-11-22 11:16:05+00:00,False,36968,drobne merytoryczne,"{'id': None, 'name': '169.57.185.68'}",-186.0
55093335,2018-11-21 23:47:25+00:00,False,37154,drobne merytoryczne,"{'id': None, 'name': '94.254.161.129'}",894.0
55063872,2018-11-18 01:27:42+00:00,True,36260,"Zabezpieczył „[[Galicja Wschodnia]]”: wojna edycyjna ([edytowanie=Dozwolone tylko dla administratorów] (wygasa 01:27, 21 lis 2018 (UTC)) [przenoszenie=Dozwolone tylko dla administratorów] (wygasa 01:27, 21 lis 2018 (UTC)))","{'id': 219980, 'name': 'Tokyotown8'}",0.0
55063871,2018-11-18 01:27:28+00:00,False,36260,"Anulowanie wersji 55058132 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]])uzupełniamy informacje, nie usuwamy te, które nam nie pasują","{'id': 219980, 'name': 'Tokyotown8'}",-227.0
55058132,2018-11-17 21:10:13+00:00,False,36487,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/IvanBelz|IvanBelz]]) i przywrócono wersję 55057525 autorstwa Kamilhrub,"{'id': 128014, 'name': 'Kamilhrub'}",227.0
55057558,2018-11-17 19:42:09+00:00,False,36260,Anulowanie wersji 55057525 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]]),"{'id': 929473, 'name': 'IvanBelz'}",-227.0
55057525,2018-11-17 19:37:55+00:00,True,36487,Wycofano edycje użytkownika [[Special:Contributions/IvanBelz|IvanBelz]] ([[User talk:IvanBelz|dyskusja]]). Autor przywróconej wersji to [[:User:Kamilhrub|Kamilhrub]].,"{'id': 128014, 'name': 'Kamilhrub'}",227.0
55057506,2018-11-17 19:34:46+00:00,False,36260,Przywrócenie wersji autora Paweł Ziemian BOT z dnia 2018-05-19 17:57:19,"{'id': 929473, 'name': 'IvanBelz'}",-227.0
55057436,2018-11-17 19:24:17+00:00,True,36487,Wycofano edycje użytkownika [[Special:Contributions/IvanBelz|IvanBelz]] ([[User talk:IvanBelz|dyskusja]]). Autor przywróconej wersji to [[:User:Kamilhrub|Kamilhrub]].,"{'id': 128014, 'name': 'Kamilhrub'}",227.0
55057115,2018-11-17 18:40:07+00:00,False,36260,"Anulowanie wersji 55056698 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]] - wandalizm): Szacunki równoległe podajemy na zasadzie uzupełnienia, a nie usuwania uźródłowionych danych.","{'id': 929473, 'name': 'IvanBelz'}",-227.0
55056698,2018-11-17 17:36:20+00:00,False,36487,Anulowanie wersji 55055951 autorstwa [[Special:Contributions/185.76.10.150|185.76.10.150]] ([[User talk:185.76.10.150|dyskusja]]) wandalizm,"{'id': 128014, 'name': 'Kamilhrub'}",227.0
55055951,2018-11-17 15:32:26+00:00,False,36260,"Anulowanie wersji 55052737 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]]): Szacunki równoległe podajemy na zasadzie uzupełnienia, a nie usuwania uźródłowionych danych.","{'id': None, 'name': '185.76.10.150'}",-227.0
55052737,2018-11-16 23:47:15+00:00,False,36487,Dodanie bezpośredniego źródła - wyników spisu ludności z 1910,"{'id': 128014, 'name': 'Kamilhrub'}",227.0
55050172,2018-11-16 16:39:33+00:00,False,36260,Anulowanie wersji 55050098 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]]),"{'id': None, 'name': '162.219.176.101'}",-25.0
55050098,2018-11-16 16:28:31+00:00,False,36285,"drobne merytoryczne, poprawa źródeł","{'id': 128014, 'name': 'Kamilhrub'}",25.0
55049950,2018-11-16 16:08:17+00:00,False,36260,[[WP:POP|Popups]]: Przywrócenie wersji autora Paweł Ziemian BOT z dnia 2018-05-19 16:57:19,"{'id': 63206, 'name': 'Andros64'}",133.0
55049820,2018-11-16 15:58:49+00:00,False,36127,Wycofano ostatnią zmianę treści (wprowadzoną przez [[Specjalna:Wkład/31.24.225.36|31.24.225.36]]) i przywrócono wersję 55049320 autorstwa Kamilhrub - brak źródła,"{'id': 128014, 'name': 'Kamilhrub'}",-133.0
55049689,2018-11-16 15:50:02+00:00,False,36260,Anulowanie wersji 55049320 autorstwa [[Special:Contributions/Kamilhrub|Kamilhrub]] ([[User talk:Kamilhrub|dyskusja]]),"{'id': None, 'name': '31.24.225.36'}",133.0
55049320,2018-11-16 14:42:08+00:00,False,36127,drobne merytoryczne,"{'id': 128014, 'name': 'Kamilhrub'}",-133.0
53494645,2018-05-19 16:57:19+00:00,True,36260,Tworzę [[Szablon:Cytuj]],"{'id': 661950, 'name': 'Paweł Ziemian BOT'}",140.0
51658249,2018-01-17 05:59:31+00:00,True,36120,"Redukuję wywołanie [[Szablon:Uwagi]] i dodaję nagłówek, redukuję wywołanie [[Szablon:Przypisy]] i dodaję nagłówek","{'id': 661950, 'name': 'Paweł Ziemian BOT'}",23.0
51392248,2017-12-28 20:53:04+00:00,False,36097,/* II Rzeczpospolita */,"{'id': 471642, 'name': 'The Polish'}",-47.0
50293369,2017-09-05 23:31:01+00:00,True,36144,"prawidłowy zapis ""niemające""","{'id': 717975, 'name': 'EmptyBot'}",9.0
49129540,2017-04-20 16:25:58+00:00,True,36135,/* Linki zewnętrzne */bot poprawia martwe linki zewnętrzne,"{'id': 803317, 'name': 'Szoltys-bot'}",-50.0
48573896,2017-02-18 17:59:43+00:00,False,36185,poprawa linków,"{'id': 804510, 'name': 'Zdzisław'}",69.0
48322815,2017-01-25 11:07:41+00:00,True,36116,/* [[Zachodnioukraińska Republika Ludowa]] i [[wojna polsko-ukraińska]] */zmiana linku z przekierowania na artykuł właściwy,"{'id': 717975, 'name': 'EmptyBot'}",4.0
48322268,2017-01-25 10:53:05+00:00,True,36112,/* [[Zachodnioukraińska Republika Ludowa]] i [[wojna polsko-ukraińska]] */zmiana linku z przekierowania na artykuł właściwy,"{'id': 717975, 'name': 'EmptyBot'}",4.0
47834655,2016-12-11 09:40:30+00:00,True,36108,"zamieniam magiczny ISBN na szablon, są błędy cyfry kontrolnej","{'id': 661950, 'name': 'Paweł Ziemian BOT'}",68.0
46484566,2016-08-02 16:24:21+00:00,False,36040,"[[WP:Narzędzia/disFixer|poprawa przek.]], [[Wikipedysta:Sławek Borewicz/hasła z przypisami i bez szablonów cytowania|przeniesienie przypisów rzeczowych do sekcji {{Uwagi}}]]","{'id': 393402, 'name': 'Sławek Borewicz'}",76.0
46409006,2016-07-23 05:43:33+00:00,False,35964,"lit., [[WP:SK]]","{'id': 70193, 'name': 'Glysiak'}",-17.0
42078707,2015-03-14 16:27:55+00:00,False,35981,lit.,"{'id': 21505, 'name': 'Swd'}",-4.0
42078586,2015-03-14 16:13:56+00:00,False,35985,int.,"{'id': 657584, 'name': 'Braniewiak'}",1.0
42078392,2015-03-14 15:45:51+00:00,True,35984,/* II Rzeczpospolita */ drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",-65.0
42078355,2015-03-14 15:39:18+00:00,False,36049,"usunięcie zbędnych linków do dat, [[WP:SK]]","{'id': 60755, 'name': 'WTM'}",61.0
41772691,2015-02-11 17:25:06+00:00,True,35988,/* Austria */ drobne redakcyjne,"{'id': 63203, 'name': 'Birczanin'}",4.0
41772549,2015-02-11 17:07:43+00:00,False,35984,zmiana miejsc sekcji,"{'id': 573112, 'name': 'Adamosy'}",-2.0
41625571,2015-01-25 08:19:41+00:00,True,35986,drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",0.0
41625569,2015-01-25 08:18:59+00:00,True,35986,ilustracja,"{'id': 63206, 'name': 'Andros64'}",208.0
39826064,2014-07-07 04:36:18+00:00,True,35778,martwy link,"{'id': 510872, 'name': 'Rotlink'}",27.0
38587912,2014-02-02 11:15:29+00:00,True,35751,Anulowanie wersji 38586860 autora [[Special:Contributions/75.159.244.11|75.159.244.11]] ([[User talk:75.159.244.11|dyskusja]]) nie zmieniamy,"{'id': 63206, 'name': 'Andros64'}",-3.0
38586860,2014-02-02 08:11:21+00:00,False,35754,/* Okupacja radziecka 1939-1941 */,"{'id': None, 'name': '75.159.244.11'}",3.0
37853047,2013-11-08 17:06:45+00:00,True,35751,/* Zachodnioukraińska Republika Ludowa i wojna polsko-ukraińska */ poprawa linków,"{'id': 63206, 'name': 'Andros64'}",23.0
37743797,2013-10-24 19:32:24+00:00,True,35728,/* II Rzeczpospolita */ drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",-1.0
37743780,2013-10-24 19:30:15+00:00,True,35729,/* II Rzeczpospolita */ drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",4.0
37395024,2013-08-30 19:31:47+00:00,True,35725,/* Mocarstwa Ententy a ZURL i kwestia Galicji Wschodniej */ drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",-23.0
37393282,2013-08-30 16:11:01+00:00,True,35748,drobne redakcyjne,"{'id': 63206, 'name': 'Andros64'}",1.0
37393276,2013-08-30 16:10:23+00:00,True,35747,/* Zachodnioukraińska Republika Ludowa i wojna polsko-ukraińska */ drobne redakcyjne,"{'id': 63206, 'name': 'Andros64'}",51.0
37393266,2013-08-30 16:08:43+00:00,False,35696,/* Zachodnioukraińska Republika Ludowa i wojna polsko-ukraińska */ uzupełnienie,"{'id': 63206, 'name': 'Andros64'}",5052.0
37195991,2013-08-03 09:25:50+00:00,False,30644,/* Okupacja sowiecka 1944-1945 i wcielenie do ZSRR */,"{'id': None, 'name': '195.116.41.18'}",11.0
37059307,2013-07-14 09:18:07+00:00,True,30633,poprawa linków,"{'id': 63206, 'name': 'Andros64'}",45.0
37055312,2013-07-13 17:36:23+00:00,True,30588,drobne merytoryczne,"{'id': 63206, 'name': 'Andros64'}",-20.0
37054937,2013-07-13 16:39:53+00:00,True,30608,"drobne merytoryczne,źródło","{'id': 63206, 'name': 'Andros64'}",185.0
37050213,2013-07-12 20:50:14+00:00,True,30423,styl,"{'id': 63206, 'name': 'Andros64'}",-1.0
37050185,2013-07-12 20:45:35+00:00,True,30424,"poprawa linków, styl","{'id': 63206, 'name': 'Andros64'}",40.0
37039979,2013-07-11 11:26:12+00:00,True,30384,lit.,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",1.0
37039978,2013-07-11 11:25:44+00:00,True,30383,drobne merytoryczne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",222.0
37039700,2013-07-11 10:45:46+00:00,True,30161,drobne merytoryczne,"{'id': 63206, 'name': 'Andros64'}",7.0
37039687,2013-07-11 10:44:37+00:00,True,30154,drobne techniczne,"{'id': 63206, 'name': 'Andros64'}",1.0
37039686,2013-07-11 10:44:22+00:00,True,30153,drobne redakcyjne,"{'id': 63206, 'name': 'Andros64'}",-4.0
37039676,2013-07-11 10:43:13+00:00,True,30157,"drobne redakcyjne, drobne merytoryczne","{'id': 63206, 'name': 'Andros64'}",188.0
37039194,2013-07-11 08:50:44+00:00,True,29969,poprawa linków,"{'id': 63206, 'name': 'Andros64'}",21.0
37039190,2013-07-11 08:49:37+00:00,True,29948,drobne merytoryczne,"{'id': 63206, 'name': 'Andros64'}",247.0
37039144,2013-07-11 08:37:27+00:00,True,29701,drobne merytoryczne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",16.0
37039118,2013-07-11 08:33:27+00:00,True,29685,"Krosno leży 40 km na zachód od Sanu, a należało do Galicji Wschodniej, więc źródło mówi nieprawdę.","{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-114.0
37038577,2013-07-11 05:41:59+00:00,False,29799,"drobne merytoryczne, źródła/przypisy","{'id': 220946, 'name': 'Paweł5586'}",114.0
37038379,2013-07-11 02:27:07+00:00,True,29685,drobne techniczne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-1.0
37038378,2013-07-11 02:26:32+00:00,True,29686,drobne redakcyjne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-77.0
37037182,2013-07-10 20:38:12+00:00,False,29763,tekst za źródłem poniżej,"{'id': 220946, 'name': 'Paweł5586'}",79.0
37032358,2013-07-10 07:19:48+00:00,True,29684,"Pytanie dla rozjaśnienia ciemności umysłu - na którym brzegu Sanu leży Sanok, i gdzie znajdował się sanocki okręg sądowy ?","{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-2.0
37030590,2013-07-09 20:25:14+00:00,False,29686,a może cofnąć się do Grodów Czerwieńskich? Terytorium jest poniżej,"{'id': 220946, 'name': 'Paweł5586'}",-139.0
37027600,2013-07-09 12:34:16+00:00,True,29825,drobne redakcyjne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",317.0
37025712,2013-07-09 06:25:56+00:00,False,29508,drobne redakcyjne,"{'id': 220946, 'name': 'Paweł5586'}",0.0
37025710,2013-07-09 06:25:05+00:00,False,29508,poprawa linków,"{'id': 220946, 'name': 'Paweł5586'}",-1.0
37025706,2013-07-09 06:24:29+00:00,False,29509,drobne merytoryczne,"{'id': 220946, 'name': 'Paweł5586'}",-80.0
37025686,2013-07-09 06:16:57+00:00,False,29589,drobne merytoryczne,"{'id': 220946, 'name': 'Paweł5586'}",35.0
37025684,2013-07-09 06:15:59+00:00,False,29554,drobne merytoryczne,"{'id': 220946, 'name': 'Paweł5586'}",390.0
37025666,2013-07-09 06:08:13+00:00,False,29164,brak źródeł na nowe teorie,"{'id': 220946, 'name': 'Paweł5586'}",-145.0
37020260,2013-07-08 10:28:11+00:00,True,29309,/* Austria i Austro-Węgry */ drobne redakcyjne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-16.0
37020251,2013-07-08 10:27:15+00:00,True,29325,drobne merytoryczne,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",173.0
37020200,2013-07-08 10:20:48+00:00,True,29152,Usunięcie błędnego twierdzenia,"{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-28.0
37019123,2013-07-08 07:21:53+00:00,False,29180,Anulowanie wersji nr 37016020 autora [[Specjalna:Wkład/Sejm Krajowy Galicji|Sejm Krajowy Galicji]],"{'id': 220946, 'name': 'Paweł5586'}",28.0
37016020,2013-07-07 18:08:37+00:00,True,29152,"Trudno powiedzieć, od kiedy ten termin funkcjonuje. W 1848 roku Główna Rada Ruska postulowała utworzenie osobnego kraju koronnego dla wschodniej części Galicji, ale sam termin ""Galicja Wschodnia"" jeszcze nie wystąpił w dokumencie Rady.","{'id': 545683, 'name': 'Sejm Krajowy Galicji'}",-28.0
37001615,2013-07-05 18:03:20+00:00,False,29180,od rozbiorów używane,"{'id': 523609, 'name': 'Magyar062'}",2.0
36997750,2013-07-05 08:55:28+00:00,True,29178,/* II Rzeczpospolita */ lit.,"{'id': 63206, 'name': 'Andros64'}",1.0
36996645,2013-07-04 23:03:57+00:00,True,29177,dodanie daty do szablonu,"{'id': 217050, 'name': 'AlohaBOT'}",13.0
36990967,2013-07-04 08:03:11+00:00,True,29164,/* II Rzeczpospolita */ int.,"{'id': 63206, 'name': 'Andros64'}",1.0
36990957,2013-07-04 08:01:11+00:00,True,29163,"/* II Rzeczpospolita */ drobne merytoryczne, drobne techniczne","{'id': 63206, 'name': 'Andros64'}",81.0
36990937,2013-07-04 07:56:38+00:00,True,29082,/* II Rzeczpospolita */ poprawa linków,"{'id': 63206, 'name': 'Andros64'}",43.0
